"text","author","split","file_id","word_count"
"Japan suffered the first failure of a life insurance firm in its post-war history on Friday, when Nissan Mutual Life Insurance Co was ordered to start shutting down its business.
The Finance Ministry announced that it had instructed the medium-sized Tokyo-based life insurer to halt most business, except for servicing current customers, after the company said it had decided to wind up operations.
It was the first such order against a life insurance company since the nation's financial system was restructured after World War Two.
Financial analysts said the move would speed up a much-needed restructuring of Japan's life insurance industry.
Finance Minister Hiroshi Mitsuzuka told a news conference that his ministry had received a report from Nissan Life saying that it had come to a decision to discontinue business at an emergency board meeting held earlier on Friday.
""After receiving the report, I thought it was my duty as finance minister to deal with the problem in a swift manner and eliminate any worries,"" Mitsuzuka said.
Mitsuzuka pledged to protect all policyholders of Nissan Life in an attempt to avoid any resurgence of worries over the already fragile financial system, which has been hit hard by a series of bank failures and financial scandals.
But the Finance Ministry said it was not considering using tax money to liquidate Nissan Life as it did for failed ""jusen"" housing loan companies last year.
Mitsuzuka said Nissan Life's failure was due to its failure to manage its investment portfolio properly. Insurance companies typically rely on investment earnings for a large share of their earnings.
Mitsuzuka said there were no similar cases involving other Japanese life insurance companies.
Mitsuzuka said it was the first failure of a Japanese life insurance company in the postwar period and added: ""I hope to make it the last.""
Nissan Mutual Life suffered heavy losses through excessive stock and real estate investment during Japan's late-1980s ""bubble"" era of inflated asset prices.
A Finance Ministry official termed Nissan Life's financial situation ""abnormal"", with its liabilities exceeding assets by about 200 billion yen ($1.58 billion).
Although the firm had been striving to improve its business by itself, the hefty financial burden made it difficult for it to continue business.
Mitsuzuka said the ministry was preparing to announce who would manage the company's insurance policies and added that the life insurance association would likely become involved.
But he added that further discussions would be held on how to transfer insurance policies to other companies.
The news came as a surprise to the financial markets but there was no big sell-offs of shares or bonds and the Nikkei stock index ended the morning session with a small gain.
""The impact of Nissan Life was unexpectedly small, and that gave relief to the market,"" said Seiki Orimi, manager of the stock information service office at Dai-Ichi Securities Co Ltd. ($1=126 yen)","FumikoFujisaki","test","541159newsML","478"
"Sanwa Bank Ltd, one of Japan's top banks, intends to list its shares in New York as soon as possible in a bid to become a truly global player in the financial sector, its president said on Wednesday.
""We want to do so as early as possible.  We need to take various forward-looking measures including the listing (in New York),"" Naotaka Saeki told Reuters in an interview.
Sanwa Bank is one of Japan's six biggest commercial banks, with assets of 51.96 trillion yen at the end of last September.
Bank of Tokyo-Mitsubishi Ltd is the only Japanese bank listed in New York.
Financial sources said that Sanwa could not be listed on the New York Stock Exchange, however, until it had recorded a profit for three consecutive years.
After posting a parent current loss of 259.87 billion yen in 1995/96 to write off massive problem loans, including loans to failed mortgage firms, or ""jusen"", Sanwa has forecast a parent current profit of 50 billion yen for 1996/97, which ended March 31.
In 1996/97 Sanwa is disposing of 450 billion yen in problem loans, which would cover 48 percent of its estimated problem loans as of the end of March. The bank is scheduled to announce its 1996/97 business results later this month.
Saeki said he would not, however, declare that the bank's problem-loan mess was behind it.
He added that while the bank has been preoccupied with the disposal of problem loans for the past few years, it will now aim to boost its return-on-equity (ROE) ratio, a gauge of the efficiency of the use of capital, to 12 percent.
It also aims to increase its international capital adequacy ratio to 10 percent from an estimated 9.0 percent at the end of March 1997, he said.
Saeki added that the possibility of a major Japanese bank failure has virtually disappeared, as Japan's big banks have largely completed preparations to meet the stiff requirements to be imposed under the nation's early warning system, scheduled for launch in April 1998.
He added, ""Land prices are thought to have bottomed out, so the environment has also changed.""
Asked if Sanwa is seeking a merger partner, Saeki stated that the bank had no such intentions.
""In the past, in regulated markets, our predecessors might have thought that bigger is better. But now, with deregulation, we have various options,"" he said.
Even if a big Japanese bank merged with another big one, it would have few advantages in Japan because it is difficult to cut payrolls given Japan's social conventions, he said.
Saeki added, however, that Sanwa may form alliances with foreign financial institutions in specialised areas such as overseas leveraged buy-outs and mergers and acquisitions.
He also said that Sanwa would seriously study the possibility of setting up a financial holding company following the expected lifting of Japan's ban on such companies as part of its deregulation drive.","FumikoFujisaki","test","566173newsML","484"
"Japanese life insurers may ask for support from banks to liquidate failed Nissan Mutual Life Insurance Co, industry sources said on Friday.
While life insurers have basically agreed to provide a total of 200 billion yen to help liquidate the firm, they are worried whether their contributions will be enough to cover losses resulting from the failure, they said.
Nissan Life was ordered by the Finance Ministry to start shutting down its business on April 25. It was the first failure of a life insurance firm in Japan in the post-war period.
Nissan Life's liabilities were estimated to have exceeded its assets by 200 billion yen.
""If the life insurance industry alone cannot cover the losses, we may ask for some kind of support from banks which have business ties with Nissan Mutual Life,"" one industry source said.
He said that there were more than 100 banks and credit associations with business ties to Nissan Life.
Koichi Yoshida, the president-designate of Sumitomo Life Insurance Co, said this week that banks should help sort out the collapse of Nissan Life.
An official at the Life Insurance Association of Japan, which was appointed by the Finance Ministry to work out a scheme to wind up Nissan Life, said it had not yet done so as it was still examining the firm's financial situation.
It will take three weeks or more to complete the inspection, the official said.
Association chairman Kenjiro Hata told reporters last month it may also seek capital contributions from major clients of Nissan Life -- Nissan Motor Co Ltd and Hitachi Ltd.
Industry sources said that Nissan Life policy holders would probably be asked to accept an increase in premiums or cuts in payments.
They said that the most likely liquidation scheme would involve the establishment of a joint company to take over Nissan Life's assets.
However, one estimate had shown that the new company could post losses of some 30 billion yen a year if conditions of existing insurance contracts were not changed, the sources said.
Nearly half of Nissan Life's 2.1 trillion yen in assets are individual pension policies that have guaranteed high returns. Many were contracted in the late-1980s bubble economy era.
When interest rates fell and the stock market languished following the collapse of the bubble economy, a large gap developed between investment yields and guaranteed returns to policy holders.","FumikoFujisaki","test","572232newsML","395"
"Punitive actions by Japan's Finance Ministry against scandal-tainted Nomura Securities Co Ltd are unlikely for some time, even if Japan's securities watchdog files a complaint against Nomura this week with prosecutors, government sources said on Monday.
""The SESC (the Securities and Exchange Surveillance Commission) usually recommends punitive action to the Finance Minister after prosecutors complete their investigation of a case and decide whether to issue an indictment or not,"" one source said.
How long it takes prosecutors to complete their investigation is expected to depend on how far they intend to pursue the case, he added.
Over the weekend, Japanese newspapers reported that the SESC plans to file a complaint this week with prosecutors against former Nomura executives and against Nomura itself, after which Tokyo prosecutors plan to launch a full-scale investigation of the Nomura scandal.
Comment was not available from the SESC on Monday.
Since late March, prosecutors and the SESC have been investigating Nomura's role in suspected illegal payments to a corporate client linked to a ""sokaiya"" racketeer.
Government sources said that Nomura is suspected of violating the Securities and Exchange Law, by illegally using discretionary stock dealings to compensate the corporate client for stock trading losses, and the Commercial Code, by indirectly offering profits to the sokaiya.
""Sokaiya"" extort money from a company by threatening to disturb a shareholders' meeting or by offering to prevent a disruption of the proceedings by shareholders critical of the company. Japan's commercial law has prohibited payoffs to such racketeers since 1982.
By way of example, financial sources noted the case of a smaller brokerage, Chiyoda Securities Co Ltd, that was ordered by MOF in mid-March, 1996 to suspend some of its business.
The SESC had first asked prosecutors to bring criminal charges against Chiyoda as early as December 1995.
The SESC waited until Chiyoda itself and five executives were indicted in February, 1996, however, before making a proposal to MOF on penalising the brokerage.
Media reports in recent days suggested that the scope of the Nomura scandal was widening.
The Mainichi Shimbun reported on Monday that there were more than 20 Nomura accounts linked to ""sokaiya"" racketeers in 1995, not including the racketeer at the centre of the current scandal.
Nomura declined to comment, stating that the company views the Mainichi report as linked to the current incident under investigation by Japanese regulators. He also said that the company could not comment on accounts of its customers.
Mainichi said those accounts were opened at Nomura before 1991, when the brokerage was hit by a scandal involving improper payment of compensation for preferred customers' losses and revelations of deals between its affiliates and gangsters.
Mainichi quoted unnamed sources as saying that, after the 1991 scandal, Nomura cancelled accounts of problematic clients but it could not cut its relationship with racketeers.
It also quoted a former Nomura executive saying that Nomura transferred profits from trading on its own account to those racketeer-linked accounts, due to its desire to avoid any troubles at its annual shareholders' meetings, it said.
In the past month Japanese media have also reported that Dai-Ichi Kangyo Bank Ltd (DKB) made loans to the corporate client to help the sokaiya secure 300,000 Nomura shares in 1989, which gave him the right to propose the dismissal of executives at shareholders' meetings.
The newspapers have also said that prosecutors are investigating DKB loans for a possible link between the racketeer and the bank.
DKB repeatedly declined to comment on the reported loans.","FumikoFujisaki","test","576026newsML","580"
"Losses have mounted in a stock market slump that has dragged on for years, yet Japanese securities brokers still cling on.
But expected liberalisation of brokerage fees could be the final blow for some of the weaker securities houses.
Analysts and industry sources say small Japanese brokers are seriously considering closing down amid fears of a plunge in revenues from commission fees, and foreign brokerages are taking a more positive look at the advantages of acquiring local brokers.
""The number of Japanese brokers will likely fall to half the current level over the next five to 10 years,"" an official at a Japanese securities house said. ""Many small brokerages are likely to close down or to be liquidated.""
As seen in Europe and North America, some analysts say revenues from commission fees will fall by at least 30 percent within one or two years of deregulation, while others say they could fall by half within the initial year.
Prime Minister Ryutaro Hashimoto announced a five-year ""Big Bang"" plan last November to enable Japan to catch up with reforms carried out a decade ago in Europe and North America.
Japan will finalise procedures next month to implement the reforms, which include the timing of liberalising commissions and breaking down barriers between financial sectors. They may also include abolishing a system under which brokers must operate under licences granted by the Ministry of Finance (MOF), analysts say.
No Japanese brokers have voluntarily closed and handed back their licences to MOF since the licence system began in 1968.
But such moves are now in sight.
Industry sources say a small broker based in Osaka, Ogawa Securities Co Ltd, an affiliate of Yamaichi Securities, could be the first to go into voluntary liquidation, as Yamaichi may not give it financial aid.
Ogawa said last Thursday it had no plans at present to stop doing business. Yamaichi, meanwhile, says it is considering how it will deal with Ogawa's difficulties.
There are about 285 brokerages in Japan including 56 foreign firms, but only 25 brokers, all Japanese, are listed.
A senior MOF official told Reuters the ministry would accept voluntary liquidation by brokers. He added that brokerage fees should be liberalised in the final stages of the ""Big Bang"" process after other areas of the securities business have been deregulated.
""We are well aware that local brokers would face difficulties unless they are given a certain period of time to prepare for the liberalisation of brokering fees,"" he said.
Indeed, the financial strength of domestic brokers has deteriorated since the bursting of the late 1980s ""bubble"" of inflated asset prices.
Last month, the Big Four -- Nomura Securities, Daiwa Securities, Nikko Securities and Yamaichi -- and one of Japan's 10 second-tier brokerages, Kokusai Securities, announced parent current profits for 1996/97, ended March 31.
But the other nine second-tier brokers all said they expected parent current losses for 1996/97 due to stock price falls. They will announce their earnings figures this week.
Among the nine, Dai-Ichi Securities and Yamatane Securities said they would be reporting current losses for the seventh consecutive year.
Analysts say many of the second-tier brokers, which depend on stock commission fees for 50 to 60 percent of their revenues, are likely to eventually be acquired by big banks.
They also say medium-sized brokers face more urgent restructuring moves this year, such as mergers and seeking outside capital, because by law they must raise minimum capital reserves by the end of next March.
Meanwhile, one analyst said foreign brokerages and non-financial Japanese firms had begun seriously studying the possibility of taking over local brokers. ""Foreign securities houses are keen to strengthen underwriting and asset management businesses and they want to have more networks to do so.""
One solution for foreign brokerages worried whether they can cut payrolls to boost efficiency would be to increase the number of people working on a commission basis, he said.
""Japanese brokerages are now cheap. Even among second-tier brokerages, there are some firms you can buy for about 30 billion yen ($252 million),"" he said. ($1=119 yen)","FumikoFujisaki","test","577818newsML","678"
"Japan's securities watchdog filed complaints with prosecutors Tuesday alleging that Nomura Securities Co Ltd, Japan's biggest brokerage, and three former executives made illegal to payments to a client.
While the regulators did not identify the client, he is believed to be one of Japan's ""sokaiya"" racketeers, who extort money from corporations by threatening to disrupt shareholder meetings.
Japan's commercial law has prohibited payoffs to such racketeers since 1982.
Government sources said the Securities and Exchange Surveillance Commission complaints allege that Nomura and the employees made illegal payments to the client totalling 49.7 million yen ($417,600).
It was the first time that regulators have charged that the company was itself involved in the scandal. Nomura has repeatedly denied any participation in the scam, saying it was the work of three former executives.
It is now up to prosecutors to determine if there is enough evidence to file charges in the case.
In a sign that the probe may have a sweeping impact on Nomura, the SESC said that some of the improper orders were handled by more junior employees, which could bring more names into the scandal.
Nomura issued a statement apologising for the scandal.
""We deeply apologise for the inconvenience the scandal has caused to our customers and the public,"" it said.
""We are taking the complaints seriously...We will make a 'fresh start' to prevent a recurrence of such events.""
The government sources said the SESC would start drawing up proposals for civil penalties against Nomura immediately. But they added that it was too early to say how long it would take the SESC to present the proposals to the Finance Ministry.
Market sources say the Finance Ministry may suspend part of Nomura's operations, including stock dealing on its own account, for about three months as punishment for the scandal.
That would be the heaviest ever penalty imposed on a securities firm in Japan.
The scandal has already casted a long shadow over Nomura's business and prompted many clients to shun the financial powerhouse.
In March alone, Nomura's current profit dropped to about half the usual monthly levels due to the scandal, which cut its brokerage commissions and its share of the underwriting market, a company executive said in April.
Nomura's share of trading volume on the Tokyo bourse fell to 9.2 percent in March from 11.4 percent in February, toppling it from the top spot it had held since February 1992.
In the first fallout from the SEC action, the Ministry of Finance said late Tuesday that Nomura was being suspended from taking part in Japanese Government Bond auctions and underwriting activities.
Nomura's admission in March that two of its directors were involved in transferring Nomura money into the account of a corporate client linked to a sokaiya racketeer was a major blow to the image of the Japanese brokering industry.
In 1991, Nomura and other leading Japanese brokerages were found to be paying improper compensation to favoured clients. Top executives at Nomura resigned that year over payments and revelations that affiliates had done deals with gangsters.
Nomura made a sweeping reshuffle of its top management late last month in an effort to win back public trust in the wake of the scandal.","FumikoFujisaki","test","579074newsML","534"
"The criminal complaint filed against Nomura Securities Co Ltd on Tuesday reveals a widening circle of players in a pay-off scandal that has rocked the firm, dashing its hopes for a quick end to the affair.
Japan's Securities and Exchange Surveillance Commission (SESC) filed a criminal complaint with prosecutors alleging that Nomura, two former executives and a former general manager compensated a client for investment losses, government sources said.
The sources said what was unusual about the latest scandal were revelations that company executives had asked junior staff to conduct illegal deals to compensate clients for stock trading losses for a long time.
But the securities watchdog decided not to take action against the junior staffers involved in the illegal deals, the sources said.
""The SESC decided not file a complaint against Nomura staff who had been actually involved in the transactions,"" a government source said.
Besides the brokerage, the SESC took action against former Nomura directors Shimpei Matsuki and Nobutaka Fujikura, both of whom resigned on March 10 as directors after Nomura's internal probe found they had made discretionary deals banned under Japanese securities law and funnelled profits to the corporate client.
The other was former general manager Osamu Fujita, who made the transactions under Fujikura's orders, the sources said.
They also said that Nomura continued the practice of making illegal compensation payments even after it was involved in an industry-wide loss compensation scandal in 1991.
Since the scandal was revealed by Nomura itself on March 6, the company's executives, including then president Hideo Sakamaki, insisted that they believed only the two former directors were involved in the pay-offs.
Sakamaki has since been forced to step down to take responsibility for the scandal.
With the SESC's latest move, the focus has now shifted to when the Finance Minister will impose penalties on Nomura and how severe they will be.
Analysts said that Nomura's business results for 1997/98 will depend on when and how hard the Ministry of Finance (MOF) comes down on Nomura.
If administrative penalties are severe and the ramifications extend into the second half of 1997/98, Nomura may be forced to post losses in 1997/98, they said.
The Japanese watchdog lacks the right to take punitive action itself but can recommend that the finance minister mete out administrative punishment and can ask prosecutors to take legal action against possible criminal violations.
Finance Minister Hiroshi Mitsuzuka has said that the ministry would impose strict penalties against Nomura if the SESC were to propose that administrative action be taken against the company.
The sources said the securities watchdog would start drawing up its recommendations for penalties against Japan's top brokerage now that it had filed a complaint with prosecutors.
However, they said it was too early to say how long it would take the SESC to present its proposals to MOF.
A senior Finance Ministry official said after the scandal was revealed that MOF was focusing on whether Nomura had violated the commercial code, rather than the securities law. If the SESC investigation finds that pay-offs were made to a racketeer, the ministry will impose severe administrative penalties against Nomura, he said.
However, the client at the centre of the latest Nomura scandal was not included in the complaints, as the SESC could not confirm the role of the client.
In late March, prosecutors said that the client was linked to a ""sokaiya"" racketeer. Sokaiya extort money from a company by threatening to disturb a shareholders' meeting, and Japan's commercial law has prohibited payoffs to racketeers since 1982.","FumikoFujisaki","test","579118newsML","589"
"Japan's securities watchdog filed complaints with prosecutors on Tuesday alleging that Nomura Securities Co Ltd, Japan's biggest brokerage, and three former executives made illegal to payments to a client.
While the regulators did not identify the client, he is believed to be one of Japan's ""sokaiya"" racketeers, who extort money from corporations by threatening to disrupt shareholder meetings.
Japan's commercial law has prohibited payoffs to such racketeers since 1982.
Government sources said that the Securities and Exchange Surveillance Commission (SESC) complaints allege that Nomura and the employees made illegal payments to the client totalling 49.7 million yen ($417,600).
It was the first time that regulators have charged that the company was itself involved in the scandal. Nomura has repeatedly denied any participation in the scam, saying it was the work of three former executives.
It is now up to prosecutors to determine if there is enough evidence to file charges in the case.
In a sign that the probe may have a sweeping impact on Nomura, the SESC said that some of the improper orders were handled by more junior employees, which could bring more names into the scandal.
Nomura issued a statement apologising for the scandal.
""We deeply apologise for the inconvenience the scandal has caused to our customers and the public,"" it said.
""We are taking the complaints seriously...We will make a 'fresh start' to prevent a recurrence of such events.""
The government sources said the SESC would start drawing up proposals for civil penalties against Nomura immediately. But they added that it was too early to say how long it would take the SESC to present the proposals to the Finance Ministry.
Market sources say the Finance Ministry may suspend part of Nomura's operations, including stock dealing on its own account, for about three months as punishment for the scandal.
This would be the heaviest ever penalty imposed on a securities firm in Japan.
The scandal has already casted a long shadow over Nomura's business and prompted many clients to shun the financial powerhouse.
In March alone, Nomura's current profit dropped to about half the usual monthly levels due to the scandal, which cut its brokerage commissions and its share of the underwriting market, a company executive said in April.
Nomura's share of trading volume on the Tokyo bourse fell to 9.2 percent in March from 11.4 percent in February, toppling it from the top spot it had held since February 1992.
In the first fallout from the SESC action, the Ministry of Finance said late on Tuesday that Nomura was being suspended from taking part in Japanese Government Bond auctions and underwriting activities.
Nomura's admission in March that two of its directors were involved in transferring Nomura money into the account of a corporate client linked to a sokaiya racketeer was a major blow to the image of the Japanese brokering industry.
In 1991, Nomura and other leading Japanese brokerages were found to be paying improper compensation to favoured clients. Top executives at Nomura resigned that year over payments and revelations that affiliates had done deals with gangsters.
Nomura made a sweeping reshuffle of its top management late last month in an effort to win back public trust in the wake of the scandal. ($1=119 yen)","FumikoFujisaki","test","579138newsML","540"
"Losses have mounted in a stock market slump that has dragged on for years, yet Japanese securities brokers still cling on.
But expected liberalisation of brokerage fees could be the final blow for some of the weaker securities houses.
Analysts and industry sources say small Japanese brokers are seriously considering closing down amid fears of a plunge in revenues from commission fees, and foreign brokerages are taking a more positive look at the advantages of acquiring local brokers.
""The number of Japanese brokers will likely fall to half the current level over the next five to 10 years,"" an official at a Japanese securities house said. ""Many small brokerages are likely to close down or be liquidated.""
As seen in Europe and North America, some analysts say revenues from commission fees will fall by at least 30 percent within one or two years of deregulation, while others say they could fall by half within the initial year.
Prime Minister Ryutaro Hashimoto announced a five-year ""Big Bang"" plan last November to enable Japan to catch up with reforms carried out a decade ago in Europe and North America.
Japan will finalise procedures next month to implement the reforms, which include the timing of liberalising commissions and breaking down barriers between financial sectors. They may also include abolishing a system under which brokers must operate under licences granted by the Ministry of Finance (MOF), analysts say.
No Japanese brokers have voluntarily closed and handed back their licences to the finance ministry since the licence system began in 1968. But such moves are now in sight.
Industry sources say a small broker based in Osaka, Ogawa Securities Co. Ltd., an affiliate of Yamaichi Securities, could be the first to go into voluntary liquidation, as Yamaichi may not give it financial aid.
Ogawa said recently it had no plans at present to stop doing business. Yamaichi, meanwhile, says it is considering how it will deal with Ogawa's difficulties.
There are about 285 brokerages in Japan, including 56 foreign firms, but only 25 brokers, all Japanese, are listed.
A senior finance ministry official told Reuters the ministry would accept voluntary liquidation by brokers. He added that brokerage fees should be liberalised in the final stages of the ""Big Bang"" process after other areas of the securities business have been deregulated.
""We are well aware that local brokers would face difficulties unless they are given a certain period of time to prepare for the liberalisation of brokering fees,"" he said.
Indeed, the financial strength of domestic brokers has deteriorated since the bursting of the late 1980s ""bubble"" of inflated asset prices.
Last month, the Big Four -- Nomura Securities, Daiwa Securities, Nikko Securities and Yamaichi -- and one of Japan's 10 second-tier brokerages, Kokusai Securities, announced earnings for the year ended March 31.
But the other nine second-tier brokers all said they expected losses for the year due to stock price falls. They will announce their earnings figures this week.
Among the nine, Dai-Ichi Securities and Yamatane Securities said they would be reporting losses for the seventh consecutive year.
Analysts say many of the second-tier brokers, which depend on stock commission fees for 50 percent to 60 percent of their revenues, are likely to eventually be acquired by big banks.
Medium-sized brokers face more urgent restructuring moves this year, such as mergers and seeking outside capital, because by law they must raise minimum capital reserves by the end of next March, they said.
Meanwhile, one analyst said foreign brokerages and non-financial Japanese firms had begun seriously studying the possibility of taking over local brokers.
""Foreign securities houses are keen to strengthen underwriting and asset management businesses and they want to have more networks to do so,"" the analyst said.","FumikoFujisaki","test","582428newsML","623"
"China's foreign currency B share markets are expected to recover in 1997 thanks to the improving national economic outlook, but the fundamentals of most B share firms remain poor, analysts said on Monday.
The B share markets in both Shanghai and Shenzhen have rollercoastered in the past few weeks in often feverish speculative trading, and are about 50 percent up on their low points of a couple of months ago.
Additional solid gains are expected in 1997 once 1996 results are released by the end of April which, if conditions are right, could push the indices to records, analysts said.
But the basic problems with the B share markets -- poor quality companies and low liquidity -- are unlikely to be resolved in 1997, they added.
""The markets are likely to recover next year,"" said a Shanghai stock analyst with a Chinese brokerage. ""I would expect Shanghai's B share index to breach the 105-point historical high. The key factor will be the improved national economy.""
Most of the 1996 results, to be posted in April, are unlikely to be much of an improvement over the dismal 1995 results, analysts said. Shanghai B share firms as a whole posted net negative profit growth of 16.3 percent in 1995.
""Any rally in the B shares before the 1996 results come out will not be sustainable,"" said Edmond Huang, an analyst with ING-Barings in Shanghai. ""The recent gains have been driven by liquidity, not by fundamentals.""
""But the macro-economic environment is positive and most of these companies have bottomed out, so 1997 should be good for them,"" Huang added.
Brokers in Shenzhen also said they expected to see the B share market performing strongly in 1997.
""Listed firms will see their operations greatly pick up in 1997 due to the two cuts in interest rates this year,"" a broker at Shenzhen J&amp;A Securities said.
Year-on-year retail price inflation is expected to be about 6.0 percent in 1996, down from 14.8 percent in 1995 and well below a government target of 10 percent, figures issued by the State Statistical Bureau on Monday said.
The slowdown of inflation rises prompted Beijing to cut bank interest rates in May and August this year, relieving the burden of listed firms. Analysts expect the People's Bank of China to cut interest rates again in the first half of next year.
""Company performance has been improving since the second half of this year,"" said an analyst. ""This will be a major factor to support the markets next year.""
All China's B share firms were formerly state enterprises and many suffer from poor management and heavy debt loads which have made it difficult for them to cope with the tight credit policies in force since 1993.
""The long-term development of the B share markets lies in listing more high-quality companies,"" said one trader. ""But this problem is unlikely to be solved in one year.""
""With more such companies listed in Shenzhen, the market's liquidity will improve and investor confidence strengthen,"" a broker in Shenzhen said.
Combined capitalisation of the Shanghai and Shenzhen B share markets is only about 35 billion yuan ($4.2 billion), with 42 B share companies listed in Shanghai and 43 in Shenzhen.
""The markets are too small with investors having little choice of which firms they would like to invest in, and institutions are able to easily manipulate the markets,"" said a trader. ($=8.3 yuan)","GrahamEarnshaw","test","280506newsML","568"
"China announced on Tuesday a preferential tax rate of 15 percent for foreign banks doing local yuan business but limited them to dealing with foreign-funded firms registered in Shanghai.
Foreign bankers expressed surprise at the rate, which is the same as that at which their foreign currency business is taxed, and much lower than the 33 percent rate for Chinese banks doing the same business with the same clients.
But bankers with local Chinese commercial banks said they were not worried about the decision, saying the scope of the local currency business that foreign banks would be allowed to conduct would be highly restrictive for years to come.
The official Xinhua news agency said in a report that the four foreign banks chosen by the People's Bank of China to do local currency deposit and loan business would be taxed at the same rate as their current foreign currency business.
""Their (foreign banks) income tax rate will remain the same, 15 percent as before,"" the agency said. ""Their clients can only be foreign-funded enterprises registered in the city, and they should open RMB (renminbi or yuan) accounts in the central bank's Shanghai branch,"" it added.
The four foreign banks are the Hongkong &amp; Shanghai Banking Corp, Citibank, Tokyo-Mitsubishi Bank and the Industrial Bank of Japan.
""It sounds too good to be true,"" said a banker with one of the four foreign banks chosen to begin yuan business. ""It's especially strange because many foreign bankers have at least implied that they would be willing to accept a higher tax rate. It's very surprising.""
A second foreign banker said the major restriction on the foreign banks would be local currency funding, especially given the ban on the banks taking on individual retail deposits in yuan.
""The key issue seems to be funding,"" he said. ""If the funding sources are limited you have no local currency to expand your business.""
All foreign banks in China are currently restricted to doing business in foreign currency and have been eager to gain a share of the huge local market for yuan deposits and loans.
""The announced tax is not going to greatly impact on our business in the short term,"" said an official with a major Chinese bank. ""Foreign banks are now restricted in the companies and location of their local currency business and further development is expected to be very slow.""
But another local banker said the opening of yuan business to foreign banks would inevitably put pressure on Chinese banks.
""In the past, competition has been only among ourselves and no matter whether our services are good or bad, we survive at the expense of depositors,"" the banker said. ""In the long run, we have to improve ourselves.""
Xinhua said that about 10 foreign banks had applied to the central People's Bank of China for the right to start yuan business.
According to rules issued by the central bank, foreign banks can only accept yuan deposits from foreign-funded firms or from foreign individuals or deposits from Chinese enterprises derived from the banks' loans to them.
The banks can supply yuan loans only to foreign-funded firms or Chinese enterprises who have previously obtained foreign currency loans from the banks, the rules said.","GrahamEarnshaw","test","282033newsML","538"
"China's domestic A share markets will rise strongly in 1997 due to the improving national economy but the pyrotechnics of 1996 will not be repeated with Beijing insisting on steady development, analysts said on Tuesday.
The official crackdown two weeks ago on rampant share speculation has made the markets much more wary, but there is still plenty of money in China looking to get into the country's two stock markets in Shanghai and Shenzhen, they said.
Bank deposits are continuing to surge at about 30 percent a year and the government has purposefully closed off many other investment channels in the past few months, they said.
The government has also pledged to flood the share markets with new scrip to prevent the sort of volatile surges experienced in 1996.
""Company results for 1996 are expected to improve a great deal (over 1995) largely due to the recovering national economy and the two interest rates cuts over the past year,"" said a stock analyst with China Finance Trust and Investment Co.
""This will be a trigger for the A share indices to top the highest levels reached in 1996, sometime around the time listed firms post their annual reports in April 1997,"" he said.
Shanghai's A share index hit a 1996 high of 1,313.917 points on December 12 and its Shenzhen counterpart a record of 502.77 points on the same day.
Analysts said they believed share prices would not move as dramatically in 1997 as they did in 1996 with Beijing having made it clear it requires the markets to progress steadily.
The central government said in April 1996 that it wanted to develop China's fledgling stock markets to make them a major means for Chinese companies to raise money, thereby relieving the debt burden on state-run banks.
The statement sent Shanghai's A share index up more than 100 percent and Shenzhen's A share index up more than 300 percent in the months that followed.
But in mid-December, Beijing launched a crackdown on the stock markets due to alarm over growing volatility and speculative trading, and share prices have since plunged around 30 percent.
""The crackdown has sent strong warnings to retail investors, preventing them from blindly rushing to the stock markets for quick profits,"" said an A share trader. ""This will prevent the markets from being so volatile again in 1996.""
""After the powerful correction triggered by the crackdown, prices of most shares are now closer to their real value,"" said a second trader. ""We believe the indices have about touched bottom which has laid the foundation for rises next year.""
Analysts said liquidity for the markets would be ample in 1997, with China's individual bank deposits estimated to be 3.8 trillion yuan ($457.8 billion) at the end of 1996, against a total A share market capitalisation of around 1.2 trillion yuan.
""There are few investment channels,"" said a broker. ""As long as the markets are developing healthily, investors are likely to make the stock markets their choice.""
Beijing recently announced a quota for new A share issues in 1997 and beyond of 10 billion shares, almost double the 5.5 billion share quota announced a year ago.
The big increase was aimed squarely at stabilising the markets, analysts said.
($1=8.3 yuan)","GrahamEarnshaw","test","282596newsML","541"
